ribocrypt_id,BioProject,Organism,Run
PRJNA266341,PRJNA266341,Homo sapiens,SRR1640941
PRJNA266341,PRJNA266341,Homo sapiens,SRR1640996
PRJNA266341,PRJNA266341,Homo sapiens,SRR1640997
PRJNA266341,PRJNA266341,Homo sapiens,SRR1640991
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642050
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642049
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642046
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642048
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642047
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642045
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642044
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642043
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642042
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642040
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642039
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642038
PRJNA266341,PRJNA266341,Homo sapiens,SRR1642041
PRJNA266705,PRJNA266705,Schizosaccharomyces pombe,SRR1646667
PRJNA266705,PRJNA266705,Saccharomyces cerevisiae,SRR1646668
PRJNA266705,PRJNA266705,Saccharomyces cerevisiae,SRR1646669
PRJNA266705,PRJNA266705,Saccharomyces cerevisiae,SRR1646670
PRJNA266705,PRJNA266705,Saccharomyces cerevisiae,SRR1646672
PRJNA275185,PRJNA275185,Anolis carolinensis,SRR10446726
PRJNA275185,PRJNA275185,Mus musculus,SRR10446727
PRJNA275185,PRJNA275185,Mus musculus,SRR10446728
PRJNA275185,PRJNA275185,Mus musculus,SRR10446729
PRJNA275185,PRJNA275185,Mus musculus,SRR10446730
PRJNA275185,PRJNA275185,Mus musculus,SRR10446731
PRJNA275185,PRJNA275185,Mus musculus,SRR10446732
PRJNA275185,PRJNA275185,Mus musculus,SRR10446740
PRJNA275185,PRJNA275185,Mus musculus,SRR10446741
PRJNA275185,PRJNA275185,Mus musculus,SRR10446742
PRJNA275185,PRJNA275185,Mus musculus,SRR10446744
PRJNA275185,PRJNA275185,Mus musculus,SRR10446745
PRJNA275185,PRJNA275185,Mus musculus,SRR10446746
PRJNA275185,PRJNA275185,Mus musculus,SRR10446747
PRJNA275185,PRJNA275185,Mus musculus,SRR10446748
PRJNA275185,PRJNA275185,Mus musculus,SRR10446749
PRJNA275185,PRJNA275185,Mus musculus,SRR10446753
PRJNA275185,PRJNA275185,Mus musculus,SRR10446756
PRJNA275185,PRJNA275185,Mus musculus,SRR10446757
PRJNA275185,PRJNA275185,Mus musculus,SRR10446759
PRJNA275185,PRJNA275185,Mus musculus,SRR10446760
PRJNA277363,PRJNA277363,Glycine max,SRR1840399
PRJNA277363,PRJNA277363,Glycine max,SRR1840401
PRJNA277363,PRJNA277363,Glycine max,SRR1840403
PRJNA277363,PRJNA277363,Glycine max,SRR1840405
PRJNA277363,PRJNA277363,Glycine max,SRR1840407
PRJNA277363,PRJNA277363,Glycine max,SRR1840409
PRJNA277363,PRJNA277363,Glycine max,SRR1840411
PRJNA277363,PRJNA277363,Glycine max,SRR1840413
PRJNA277363,PRJNA277363,Glycine max,SRR1840415
PRJNA277363,PRJNA277363,Glycine max,SRR1840417
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873532
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873533
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873534
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873535
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873536
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873537
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873538
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873539
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873540
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873541
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873542
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873543
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873544
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873545
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873546
PRJNA277771,PRJNA277771,Rattus norvegicus,SRR1873547
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991275
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991276
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991277
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991278
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991279
PRJNA282016,PRJNA282016,Caulobacter vibrioides,SRR1991280
PRJNA283800,PRJNA283800,Escherichia coli,SRR2016457
PRJNA283800,PRJNA283800,Escherichia coli,SRR2016459
PRJNA283800,PRJNA283800,Escherichia coli,SRR2016461
PRJNA283800,PRJNA283800,Escherichia coli,SRR2016463
PRJNA283800,PRJNA283800,Escherichia coli,SRR2016465
PRJNA285265,PRJNA285265,Streptomyces coelicolor,SRR2043966
PRJNA285265,PRJNA285265,Streptomyces coelicolor,SRR2043967
PRJNA285265,PRJNA285265,Streptomyces coelicolor,SRR2043968
PRJNA285265,PRJNA285265,Streptomyces coelicolor,SRR2043969
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188086
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188087
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188088
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188089
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188090
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188091
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188092
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188093
PRJNA294100,PRJNA294100,Trypanosoma brucei,SRR2188094
PRJNA295296,PRJNA295296,Escherichia coli,SRR2340141
PRJNA295296,PRJNA295296,Escherichia coli,SRR2340143
PRJNA295296,PRJNA295296,Escherichia coli,SRR2340144
PRJNA295556,PRJNA295556,Mycobacteroides abscessus,SRR2392989
PRJNA295556,PRJNA295556,Mycobacteroides abscessus,SRR2392990
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442882
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442883
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442893
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442894
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442916
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442917
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442924
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442925
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442929
PRJNA295955,PRJNA295955,Drosophila melanogaster,SRR2442930
PRJNA297039,PRJNA297039,Mus musculus,SRR2518205
PRJNA297039,PRJNA297039,Mus musculus,SRR2518206
PRJNA297039,PRJNA297039,Mus musculus,SRR2518207
PRJNA297039,PRJNA297039,Mus musculus,SRR2518208
PRJNA297039,PRJNA297039,Mus musculus,SRR2518209
PRJNA297039,PRJNA297039,Mus musculus,SRR2518210
PRJNA297039,PRJNA297039,Mus musculus,SRR2518211
PRJNA297039,PRJNA297039,Mus musculus,SRR2518212
PRJNA297039,PRJNA297039,Mus musculus,SRR5453819
PRJNA297039,PRJNA297039,Mus musculus,SRR5453820
PRJNA297039,PRJNA297039,Mus musculus,SRR5453821
PRJNA297039,PRJNA297039,Mus musculus,SRR5453822
PRJNA303958,PRJNA303958,Homo sapiens,SRR2954800
PRJNA303958,PRJNA303958,Homo sapiens,SRR2954801
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031124
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031125
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031126
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031127
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031128
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031129
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031130
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031131
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031133
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031134
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR3031135
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR7262146
PRJNA306373,PRJNA306373,Drosophila melanogaster,SRR7262143
PRJNA311041,PRJNA311041,Escherichia coli,SRR3147100
PRJNA311041,PRJNA311041,Escherichia coli,SRR5186136
PRJNA311041,PRJNA311041,Escherichia coli,SRR5186137
PRJNA311041,PRJNA311041,Escherichia coli,SRR5186138
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284449
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284450
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284451
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284452
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284453
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284454
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284461
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284462
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284463
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284464
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284465
PRJNA316065,PRJNA316065,Cricetulus griseus,SRR3284466
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306583
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306584
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306585
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306586
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306587
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306588
PRJNA316618,PRJNA316618,Homo sapiens,SRR3306589
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938220
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938221
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938222
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938223
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938224
PRJNA317266,PRJNA317266,Homo sapiens,SRR5938225
PRJNA321057,PRJNA321057,Mus musculus,SRR3488640
PRJNA321057,PRJNA321057,Mus musculus,SRR3488641
PRJNA321057,PRJNA321057,Mus musculus,SRR3488642
PRJNA321057,PRJNA321057,Mus musculus,SRR3488643
PRJNA321057,PRJNA321057,Mus musculus,SRR3488644
PRJNA321057,PRJNA321057,Mus musculus,SRR3488645
PRJNA321057,PRJNA321057,Mus musculus,SRR3488646
PRJNA321057,PRJNA321057,Mus musculus,SRR3488647
PRJNA321057,PRJNA321057,Mus musculus,SRR3488648
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495992
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495993
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495994
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495995
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495996
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495997
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495998
PRJNA321201,PRJNA321201,Arabidopsis thaliana,SRR3495999
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498206
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498207
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498208
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498209
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498210
PRJNA321304,PRJNA321304,Arabidopsis thaliana,SRR3498211
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623932
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623933
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623934
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623935
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623936
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623937
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623938
PRJNA324409,PRJNA324409,Homo sapiens,SRR3623939
PRJNA327113,PRJNA327113,Mus musculus,SRR3726644
PRJNA327113,PRJNA327113,Mus musculus,SRR3726645
PRJNA327113,PRJNA327113,Mus musculus,SRR3726646
PRJNA327113,PRJNA327113,Mus musculus,SRR3726647
PRJNA327113,PRJNA327113,Mus musculus,SRR3726648
PRJNA327113,PRJNA327113,Mus musculus,SRR3726649
PRJNA327113,PRJNA327113,Mus musculus,SRR3726650
PRJNA327113,PRJNA327113,Mus musculus,SRR3726651
PRJNA328073,PRJNA328073,Arabidopsis thaliana,SRR3749602
PRJNA328073,PRJNA328073,Arabidopsis thaliana,SRR3749603
PRJNA328073,PRJNA328073,Arabidopsis thaliana,SRR3749604
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045263
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045264
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045265
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045266
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045267
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045268
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045269
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045270
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045271
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045272
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045273
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045274
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045275
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045276
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045277
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045278
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045279
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045280
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045281
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045282
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045283
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045284
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045285
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045286
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045287
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045288
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045289
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045290
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045291
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045292
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045293
PRJNA339577,PRJNA339577,Homo sapiens,SRR4045294
PRJNA347980,PRJNA347980,Salmonella enterica,SRR4417735
PRJNA347980,PRJNA347980,Salmonella enterica,SRR4417736
PRJNA347980,PRJNA347980,Salmonella enterica,SRR4417737
PRJNA347980,PRJNA347980,Salmonella enterica,SRR4417738
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421280
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421281
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421282
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421283
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421284
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421285
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421286
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421287
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421288
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421289
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421290
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421291
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421292
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421293
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421294
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421295
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421296
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421299
PRJNA348358,PRJNA348358,Escherichia coli,SRR4421300
PRJNA348553,PRJNA348553,Arabidopsis thaliana,SRR4424237
PRJNA348553,PRJNA348553,Arabidopsis thaliana,SRR4424238
PRJNA356772,PRJNA356772,Salmonella enterica,SRR5090708
PRJNA356772,PRJNA356772,Salmonella enterica,SRR5090709
PRJNA358868,PRJNA358868,Arabidopsis thaliana,SRR5131986
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223047
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223048
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223049
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223050
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223051
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223052
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223053
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223054
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223055
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223056
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223057
PRJNA369543,PRJNA369543,Homo sapiens,SRR5223058
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227288
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227289
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227290
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227291
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227292
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227293
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227294
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227295
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227296
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227297
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227298
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227299
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227300
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227301
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227302
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227303
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227304
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227305
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227306
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227307
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227308
PRJNA369742,PRJNA369742,Homo sapiens,SRR5227309
PRJNA375080,PRJNA375080,Mus musculus,SRR11218272
PRJNA375080,PRJNA375080,Mus musculus,SRR11218273
PRJNA375080,PRJNA375080,Mus musculus,SRR11218268
PRJNA375080,PRJNA375080,Mus musculus,SRR11218269
PRJNA375080,PRJNA375080,Mus musculus,SRR11218270
PRJNA375080,PRJNA375080,Mus musculus,SRR11218271
PRJNA375080,PRJNA375080,Mus musculus,SRR11218274
PRJNA375080,PRJNA375080,Mus musculus,SRR11218275
PRJNA375080,PRJNA375080,Mus musculus,SRR11218276
PRJNA375080,PRJNA375080,Mus musculus,SRR11218277
PRJNA375080,PRJNA375080,Mus musculus,SRR11218278
PRJNA375080,PRJNA375080,Mus musculus,SRR11218279
PRJNA375080,PRJNA375080,Mus musculus,SRR5262884
PRJNA375080,PRJNA375080,Mus musculus,SRR5262885
PRJNA375080,PRJNA375080,Mus musculus,SRR5262886
PRJNA375080,PRJNA375080,Mus musculus,SRR5262887
PRJNA375080,PRJNA375080,Mus musculus,SRR5262888
PRJNA375080,PRJNA375080,Mus musculus,SRR5262889
PRJNA375080,PRJNA375080,Mus musculus,SRR5262890
PRJNA375080,PRJNA375080,Mus musculus,SRR5262891
PRJNA375080,PRJNA375080,Mus musculus,SRR5262892
PRJNA375080,PRJNA375080,Mus musculus,SRR5262893
PRJNA375080,PRJNA375080,Mus musculus,SRR5262894
PRJNA375080,PRJNA375080,Mus musculus,SRR5262895
PRJNA375739,PRJNA375739,Escherichia coli,SRR5266618
PRJNA375739,PRJNA375739,Escherichia coli,SRR5266620
PRJNA376419,PRJNA376419,Bacillus subtilis,SRR5278491
PRJNA376419,PRJNA376419,Bacillus subtilis,SRR5278492
PRJNA376419,PRJNA376419,Bacillus subtilis,SRR5278493
PRJNA376419,PRJNA376419,Vibrio natriegens,SRR5278494
PRJNA376419,PRJNA376419,Bacillus subtilis,SRR6652803
PRJNA377088,PRJNA377088,Mus musculus,SRR5291505
PRJNA377088,PRJNA377088,Mus musculus,SRR5291506
PRJNA377088,PRJNA377088,Mus musculus,SRR5291507
PRJNA377088,PRJNA377088,Mus musculus,SRR5291508
PRJNA377088,PRJNA377088,Mus musculus,SRR5291509
PRJNA377088,PRJNA377088,Mus musculus,SRR5291510
PRJNA381205,PRJNA381205,Mus musculus,SRR5398651
PRJNA381205,PRJNA381205,Mus musculus,SRR5398663
PRJNA381205,PRJNA381205,Mus musculus,SRR5398665
PRJNA381205,PRJNA381205,Mus musculus,SRR5398667
PRJNA381205,PRJNA381205,Mus musculus,SRR5398669
PRJNA381205,PRJNA381205,Mus musculus,SRR5398671
PRJNA381205,PRJNA381205,Mus musculus,SRR5398673
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443325
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443326
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443327
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443328
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443329
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443330
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443331
PRJNA382534,PRJNA382534,Streptomyces tsukubensis,SRR5443332
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445272
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445273
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445274
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445275
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445276
PRJNA382718,PRJNA382718,Neurospora crassa,SRR5445277
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515143
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515141
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515142
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515144
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515145
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515146
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515147
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515148
PRJNA385767,PRJNA385767,Homo sapiens,SRR5515149
PRJNA388919,PRJNA388919,Mus musculus,SRR5640835
PRJNA388919,PRJNA388919,Mus musculus,SRR5640836
PRJNA388919,PRJNA388919,Mus musculus,SRR5640837
PRJNA388919,PRJNA388919,Mus musculus,SRR5640838
PRJNA388919,PRJNA388919,Mus musculus,SRR5640839
PRJNA388919,PRJNA388919,Mus musculus,SRR5640840
PRJNA388919,PRJNA388919,Mus musculus,SRR5640841
PRJNA388919,PRJNA388919,Mus musculus,SRR5640842
PRJNA388919,PRJNA388919,Mus musculus,SRR5640843
PRJNA388919,PRJNA388919,Mus musculus,SRR5640844
PRJNA388919,PRJNA388919,Mus musculus,SRR5640845
PRJNA391171,PRJNA391171,Homo sapiens,SRR5720008
PRJNA391171,PRJNA391171,Homo sapiens,SRR5720009
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861937
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861936
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861935
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861934
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861933
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861932
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861931
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861930
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861929
PRJNA395570,PRJNA395570,Homo sapiens,SRR5861928
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633008
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633007
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633006
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633005
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633004
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633003
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633002
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633001
PRJNA395570,PRJNA395570,Homo sapiens,SRR7633000
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632999
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632998
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632997
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632996
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632995
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632994
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632993
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632992
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632991
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632990
PRJNA395570,PRJNA395570,Homo sapiens,SRR7632989
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302269
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302268
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302267
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302266
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302265
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302264
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302263
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302262
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302261
PRJNA395570,PRJNA395570,Homo sapiens,SRR8302260
PRJNA395723,PRJNA395723,Mus musculus,SRR5865792
PRJNA395723,PRJNA395723,Mus musculus,SRR5865793
PRJNA395723,PRJNA395723,Mus musculus,SRR5865794
PRJNA395723,PRJNA395723,Mus musculus,SRR5865795
PRJNA395723,PRJNA395723,Mus musculus,SRR5865796
PRJNA395723,PRJNA395723,Mus musculus,SRR5865797
PRJNA395723,PRJNA395723,Mus musculus,SRR5865798
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886316
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886317
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886318
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886319
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886320
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886321
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886322
PRJNA396698,PRJNA396698,Homo sapiens,SRR5886323
PRJNA397035,PRJNA397035,Oryza sativa,SRR5892473
PRJNA397035,PRJNA397035,Oryza sativa,SRR5892474
PRJNA397035,PRJNA397035,Oryza sativa,SRR5892475
PRJNA397035,PRJNA397035,Oryza sativa,SRR5892476
PRJNA397408,PRJNA397408,Mus musculus,SRR5905825
PRJNA397408,PRJNA397408,Mus musculus,SRR5905826
PRJNA397543,PRJNA397543,Mus musculus,SRR5908900
